,movies_title,director,vote_average,release_year,budget,revenue
4668,Best Man Down,Ted Koland,5.9,2012,1424616,1840
4669,Keep the Lights On,Ira Sachs,5.5,2012,0,0
4670,Lola Versus,Daryl Wein,4.9,2012,0,239908
4671,Damsels in Distress,Whit Stillman,5.6,2012,0,0
4672,Big Time Movie,Savage Steve Holland,6.4,2012,0,0
4673,Good Deeds,Tyler Perry,6.2,2012,0,0
4674,The Punisher: Dirty Laundry,Phil Joanou,7.0,2012,0,0
4675,Joyful Noise,Todd Graff,6.7,2012,23,28
4676,The Magic of Belle Isle,Rob Reiner,7.1,2012,0,97242
4677,After,Ryan Smith,5.6,2012,0,0
4678,Room 237,Rodney Ascher,6.3,2012,0,0
4679,Barbie in A Mermaid Tale 2,,6.0,2012,0,0
4680,Shadow Dancer,James Marsh,5.6,2012,5983388,398847
4681,Celeste & Jesse Forever,Lee Toland Krieger,6.4,2012,0,2939280
4682,Meeting Evil,Chris Fisher,4.4,2012,0,498
4683,Piranhaconda,Jim Wynorski,3.5,2012,949744,0
4684,Assassin's Bullet,Isaac Florentine,3.1,2012,4748721,0
4685,Generation Um...,Mark Mann,4.8,2012,1614565,0
4686,A Little Bit Zombie,Casey Walker,5.9,2012,0,0
4687,Brake,Gabe Torres,5.2,2012,0,0
4688,Barbie: The Princess & The Popstar,Ezekiel Norton,5.8,2012,0,0
4689,Le Guetteur,Michele Placido,5.5,2012,0,0
4690,One in the Chamber,William Kaufman,3.9,2012,5698465,0
4691,Populaire,RÃ©gis Roinsard,6.5,2012,0,0
4692,Song for Marion,Paul Andrew Williams,6.5,2012,0,1611995
4693,The Imposter,Bart Layton,7.3,2012,0,0
4694,Storage 24,Johannes Roberts,3.6,2012,0,0
4695,Nobody Walks,Ry Russo-Young,5.2,2012,0,23738
4696,Madea's Witness Protection,Tyler Perry,6.1,2012,0,0
4697,The Legend of Mor'du,Brian Larsen,5.7,2012,0,0
4698,Une vie meilleure,CÃ©dric Kahn,5.9,2012,0,0
4699,The Details,Jacob Aaron Estes,5.9,2012,0,0
4700,Breaking Wind,Craig Moss,4.1,2012,0,0
4701,The Conspiracy,Christopher MacBride,5.6,2012,0,0
4702,More Than Honey,Markus Imhoof,6.7,2012,0,0
4703,Modus Anomali,Joko Anwar,5.3,2012,189948,0
4704,Struck by Lightning,Brian Dannelly,6.0,2012,0,21777
4705,Ce que le jour doit Ã  la nuit,Alexandre Arcady,7.4,2012,16,0
4706,A Dark Truth,Damian Lee,5.6,2012,0,5461
4707,Smashed,James Ponsoldt,6.1,2012,474872,357670
4708,2-Headed Shark Attack,Christopher Ray,3.4,2012,0,0
4709,Dragon Age: Dawn of the Seeker,Fumihiko Sori,5.5,2012,0,0
4710,Pusher,Luis Prieto,5.2,2012,0,0
4711,"Love, Marilyn",Liz Garbus,6.2,2012,0,0
4712,Girl vs. Monster,Stuart Gillard,5.0,2012,0,0
4713,Boot Tracks,David Jacobson,3.8,2012,0,0
4714,Hannah Arendt,Margarethe von Trotta,6.8,2012,0,681161
4715,Resident Evil: Retribution,Paul W.S. Anderson,5.6,2012,61733378,228089879
4716,Mass Effect: Paragon Lost,Atsushi Takeuchi,6.6,2012,0,0
4717,Tape 407,Dale Fabrigar|Everette Wallin,3.0,2012,0,0
4718,Gallowwalkers,Andrew Goth,4.2,2012,16145652,0
4719,American Mary,Jen Soska|Sylvia Soska,5.9,2012,0,0
4720,Paradies: Glaube,Ulrich Seidl,6.4,2012,0,6180
4721,Everything or Nothing: The Untold Story of 007,Stevan Riley,6.8,2012,0,0
4722,Devil Seed,Greg A. Sager,5.0,2012,0,0
4723,Free Samples,Jay Gammill,6.3,2012,0,0
4724,Justice League: Doom,Lauren Montgomery,7.1,2012,0,0
4725,Oh Boy,Jan Ole Gerster,7.1,2012,284923,2612057
4726,The We and the I,Michel Gondry,5.3,2012,0,0
4727,Unconditional,Brent McCorkle,5.8,2012,1899488,0
4728,Ill Manors,Ben Drew,5.9,2012,161456,0
4729,Blue Like Jazz,Steve Taylor,6.5,2012,1187180,0
4730,The Pelayos,Eduard CortÃ©s,4.6,2012,0,0
4731,My Brother the Devil,Sally El Hosaini,6.2,2012,0,0
4732,The Scapegoat,Charles Sturridge,6.2,2012,0,0
4733,Something from Nothing: The Art of Rap,Ice-T|Andy Baybutt,6.5,2012,0,273822
4734,Time Travel Mater,Rob Gibbs,6.0,2012,0,0
4735,Aurora,Kristina Buozyte,5.6,2012,0,0
4736,Lake Placid: The Final Chapter,Don Michael Paul,4.1,2012,0,0
4737,Eega,S.S. Rajamouli,6.6,2012,5688968,18472526
4738,Rogue River,Jourdan McClure,5.2,2012,1899488,0
4739,Cowgirls n' Angels,Timothy Armstrong,5.3,2012,0,114615
4740,Dino Time,Yoon-suk Choi|John Kafka,5.0,2012,0,0
4741,ThÃ©rÃ¨se Desqueyroux,Claude Miller,4.2,2012,0,0
4742,Jesus Henry Christ,Dennis Lee,6.2,2012,0,0
4743,Indie Game: The Movie,Lisanne Pajot|James Swirsky,7.3,2012,0,0
4744,Girl Most Likely,Shari Springer Berman|Robert Pulcini,5.7,2012,0,0
4745,Stash House,Eduardo RodrÃ­guez,5.1,2012,1899488,0
4746,Tower Block,Ronnie Thompson|James Nunn,5.3,2012,0,0
4747,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,4.5,2012,0,0
4748,Main dans la main,ValÃ©rie Donzelli,5.3,2012,0,0
4749,A Fantastic Fear of Everything,Crispian Mills|Chris Hopewell,5.6,2012,0,0
4750,Insensibles,Juan Carlos Medina,5.9,2012,0,0
4751,Chimpanzee,Alastair Fothergill|Mark Linfield,6.4,2012,0,0
4752,The Rise,Rowan Athale,6.0,2012,0,0
4753,Jayne Mansfield's Car,Billy Bob Thornton,6.0,2012,0,0
4754,Save the Date,Michael Mohan,6.2,2012,0,0
4755,Mac & Devin Go to High School,Dylan C. Brown,4.9,2012,0,0
4756,Columbus Circle,George Gallo,5.9,2012,9497442,0
4757,Transit,Antonio Negret,5.7,2012,4748721,0
4758,Electrick Children,Rebecca Thomas,6.6,2012,0,0
4759,Midnight's Children,Deepa Mehta,5.0,2012,0,839668
4760,High Road,Matt Walsh,6.0,2012,0,0
4761,Beverly Hills Chihuahua 3 - Viva La Fiesta!,Lev L. Spiro,5.5,2012,0,0
4762,Grabbers,Jon Wright,5.6,2012,0,0
4763,Kiss of the Damned,Xan Cassavetes,4.6,2012,0,14010
4764,Dawn Rider,Terry Miles,5.2,2012,0,0
4765,Superman vs. The Elite,Michael Chang,6.3,2012,3324104,0
4766,Being Flynn,Paul Weitz,5.3,2012,0,513006
4767,Chasing Ice,Jeff Orlowski,7.7,2012,0,1261703
4768,Ai Weiwei: Never Sorry,Alison Klayman,7.3,2012,0,172005
4769,The Pervert's Guide to Ideology,Sophie Fiennes,7.5,2012,0,0
4770,Resolution,Justin Benson|Aaron Moorhead,5.9,2012,0,0
4771,Under the Bed,Steven C. Miller,4.9,2012,0,0
4772,Comedown,Menhaj Huda,5.0,2012,0,0
4773,Alien Uprising,Dominic Burns,3.0,2012,2374360,0
4774,The Liability,Craig Viveiros,5.4,2012,0,0
4775,Dead Mine,Steven Sheil,4.6,2012,0,0
4776,Sparkle,Salim Akil,5.9,2012,13296419,23399295
4777,The Angels' Share,Ken Loach,6.9,2012,0,6680507
4778,The Philly Kid,Jason Connery,4.9,2012,4748721,0
4779,DjÃºpiÃ°,Baltasar KormÃ¡kur,6.2,2012,2849232,0
4780,Casa De Mi Padre,Matt Piedmont,5.4,2012,0,0
4781,A Late Quartet,Yaron Zilberman,6.4,2012,0,1484019
4782,28 Hotel Rooms,Matt Ross,6.1,2012,0,0
4783,Mine Games,Richard Gray,4.7,2012,1424616,0
4784,Detention of the Dead,Alex Craig Mann,4.0,2012,474872,0
4785,Lemale et ha'halal,Rama Burshtein,6.1,2012,0,1686096
4786,Treasure Island,Steve Barron,5.3,2012,0,0
4787,Vous n'avez encore rien vu,Alain Resnais,6.9,2012,0,0
4788,World Without End,Michael Caton-Jones,6.1,2012,0,0
4789,Silent Night,Steven C. Miller,4.7,2012,0,13834
4790,English Vinglish,Gauri Shinde,7.1,2012,2697273,11036028
4791,Fast Girls,Regan Hall,4.5,2012,0,0
4792,Searching for Sugar Man,Malik Bendjelloul,7.9,2012,0,0
4793,American Warships,Thunder Levin,2.4,2012,0,0
4794,Kauwboy,Boudewijn Koole,6.0,2012,0,0
4795,Freaky Deaky,Charles Matthau,4.8,2012,0,0
4796,Rise of the Zombies,Nick Lyon,3.1,2012,0,0
4797,Doctor Who: The Snowmen,,7.8,2012,0,0
4798,"Il Ã©tait une fois, une fois",Christian Merret-Palmair ,4.6,2012,0,0
4799,In Their Skin,Jeremy Power Regimbal,5.2,2012,3798977,0
4800,The Giant Mechanical Man,Lee Kirk,5.8,2012,0,0
4801,Whole Lotta Sole,Terry George,5.9,2012,0,0
4802,The Girl from the Naked Eye,David Ren,4.1,2012,1044718,0
4803,One Direction: Up All Night - The Live Tour,Andy Saunders,8.3,2012,0,0
4804,40 Days and Nights,Peter Geiger,3.6,2012,0,0
4805,Love Never Dies,Brett Sullivan|Simon Phillips,7.4,2012,0,0
4806,Found,Scott Schirmer,6.6,2012,7597,0
4807,Jack Irish: Bad Debts,Jeffrey Walker,5.3,2012,0,0
4808,The Devil's Carnival,Darren Lynn Bousman,5.4,2012,474872,0
4809,"Peace, Love & Misunderstanding",Bruce Beresford,5.4,2012,0,512763
4810,Not Fade Away,David Chase,5.4,2012,18994885,580096
4811,Fairy Tail the Movie: Phoenix Priestess,Masaya Fujimori,6.6,2012,0,0
4812,L'Attentat,Ziad Doueiri,5.8,2012,0,0
4813,Smiley,Michael J. Gallagher,4.2,2012,0,0
4814,Any Day Now,Travis Fine,5.7,2012,0,0
4815,3 Zimmer/KÃ¼che/Bad,Dietrich BrÃ¼ggemann,7.1,2012,0,0
4816,Darling Companion,Lawrence Kasdan,5.2,2012,0,0
4817,Fist of Jesus,AdriÃ¡n Cardona|David MuÃ±oz,7.5,2012,0,0
4818,Maggie Simpson in The Longest Daycare,David Silverman,6.9,2012,0,0
4819,Donner Pass,Elise Robertson,3.6,2012,284923,0
4820,Interview with a Hitman,Perry Bhandal,4.7,2012,0,0
4821,Errors of the Human Body,Eron Sheean,6.0,2012,1424616,0
4822,Christmas with Holly,Allan Arkush,5.7,2012,0,0
4823,The Summit,Nick Ryan,6.9,2012,0,0
4824,Jack & Diane,Bradley Rust Gray,4.4,2012,0,0
4825,Mansome,Morgan Spurlock,5.1,2012,0,0
4826,We Are Legion: The Story of the Hacktivists,Brian Knappenberger,6.7,2012,0,0
4827,í•˜ìš¸ë§,Yoo Ha,5.8,2012,0,0
4828,The Gatekeepers,Dror Moreh,6.2,2012,0,0
4829,Rags,Bille Woodruff,5.7,2012,0,0
4830,Simon Killer,Antonio Campos,5.8,2012,0,0
4831,Redd Inc.,Daniel Krige,5.3,2012,474872,949744
4832,Reincarnated,Andy Capper,6.4,2012,0,0
4833,A Perfect Ending,Nicole Conn,7.0,2012,0,0
4834,Arjun: The Warrior Prince,Arnab Chaudhuri,6.6,2012,0,0
4835,The Barrens,Darren Lynn Bousman,5.4,2012,0,0
4836,Head Over Heels,Timothy Reckart,6.6,2012,9877,0
4837,Barricade,Andrew Currie,4.0,2012,0,0
4838,Still Mine,Michael McGowan,6.1,2012,0,0
4839,Last Kind Words,Kevin Barker,5.0,2012,0,0
4840,Marina AbramoviÄ‡: The Artist Is Present,Matthew Akers,7.5,2012,0,0
4841,Astronaut: The Last Push,Eric Hayden,4.8,2012,0,0
4842,Stitches,Conor McMahon,5.2,2012,94974,90225
4843,Reality,Matteo Garrone,5.7,2012,0,0
4844,The Courier,Hany Abu-Assad,4.9,2012,0,0
4845,White Frog,Quentin Lee,4.8,2012,0,0
4846,Dead Before Dawn 3D,April Mullen,3.9,2012,0,0
4847,Wish You Were Here,Kieran Darcy-Smith,5.2,2012,0,0
4848,I Will Follow You Into the Dark,Mark Edwin Robinson,4.2,2012,4748721,0
4849,Coldplay: Live 2012,Paul Dugdale,7.5,2012,0,0
4850,Taped,Diederik Van Rooijen,5.3,2012,0,0
4851,Playback,Michael A. Nickles,3.6,2012,7123082,0
4852,Let It Shine,Paul Hoen,5.7,2012,0,0
4853,Why Stop Now?,Phil Dorling|Ron Nyswaner,5.2,2012,0,0
4854,Tim and Eric's Billion Dollar Movie,Eric Wareheim|Tim Heidecker,4.4,2012,0,0
4855,Spike Island,Mat Whitecross,6.8,2012,0,0
4856,Stories We Tell,Sarah Polley,6.8,2012,0,0
4857,After Porn Ends,Bryce Wagoner,5.1,2012,379897,0
4858,Hungry For Change,James Colquhoun|Laurentine Ten Bosch,7.5,2012,0,0
4859,Foodfight!,Lawrence Kasanoff,2.2,2012,61733378,70001
4860,Good Vibrations,Lisa Barros D'Sa|Glenn Leyburn,6.3,2012,0,0
4861,When the Lights Went Out,Pat Holden,5.8,2012,0,0
4862,Vamps,Amy Heckerling,4.7,2012,15195908,0
4863,Berberian Sound Studio,Peter Strickland,6.3,2012,0,0
4864,Political Animals,David Petrarca,7.1,2012,0,0
4865,The Girl,Julian Jarrold,5.9,2012,0,0
4866,PokÅ‚osie,WÅ‚adysÅ‚aw Pasikowski,5.6,2012,0,0
4867,Nitro Circus: The Movie,Gregg Godfrey|Jeremy Rawle,6.8,2012,0,3707306
4868,Among Friends,Danielle Harris,3.7,2012,0,0
4869,Scary or Die,Michael Emanuel|Bob Badway,3.6,2012,0,0
4870,Bad Kids Go to Hell,Matthew Spradlin,4.1,2012,0,0
4871,A Mother's Nightmare,Vic Sarin,6.0,2012,0,0
4872,Party Bercy,,6.4,2012,0,0
4873,Artifact,Jared Leto,7.4,2012,0,0
4874,Amy Schumer: Mostly Sex Stuff,Ryan Polito,7.1,2012,0,0
4875,Birdsong,Philip Martin,6.1,2012,0,0
4876,Mr. Pip,Andrew Adamson,5.8,2012,0,0
4877,Gayby,Jonathan Lisecki,5.2,2012,0,0
4878,It's a SpongeBob Christmas!,Mark Caballero|Seamus Walsh,5.4,2012,0,0
4879,Bill Burr: You People Are All The Same,Jay Karas,8.1,2012,0,0
4880,Crawlspace,Justin Dix,4.0,2012,0,0
4881,Talaash,Reema Kagti,6.5,2012,8082323,0
4882,Jurassic Shark,Brett Kelly,2.0,2012,0,0
4883,Fresh Guacamole,PES,7.9,2012,0,0
4884,Free Angela and All Political Prisoners,Shola Lynch,6.3,2012,0,0
4885,Girls Against Boys,Austin Chick,4.2,2012,0,0
4886,Jackie,Antoinette Beumer,6.2,2012,0,264028
4887,The Pact,Nicholas McCarthy,5.3,2012,0,0
4888,Led Zeppelin: Celebration Day,Dick Carruthers,7.7,2012,0,0
4889,2016: Obama's America,Dinesh D'Souza|John Sullivan,4.7,2012,2374360,31721458
4890,Cousin Ben Troop Screening,Wes Anderson,7.0,2012,0,0
4891,Du vent dans mes mollets,Carine Tardieu,6.6,2012,0,0
4892,Student of the Year,Karan Johar,6.6,2012,0,0
4893,Underground: The Julian Assange Story,Robert Connolly,5.9,2012,0,0
4894,The Queen of Versailles,Lauren Greenfield,6.8,2012,0,678634
4895,Beware of Mr. Baker,Jay Bulger,7.3,2012,0,0
4896,Craigslist Joe,Joseph Garner,5.9,2012,0,0
4897,Blancanieves,Pablo Berger,6.9,2012,0,265676
4898,How to Make Money Selling Drugs,Matthew Cooke,6.5,2012,0,0
4899,Minecraft: The Story of Mojang,Paul Owens,5.6,2012,0,0
4900,Sleepwalk With Me,Mike Birbiglia|Seth Barrish,6.3,2012,0,0
4901,The Millionaire Tour,Inon Shampanier,5.5,2012,0,0
4902,Una pistola en cada mano,Cesc Gay,6.2,2012,0,0
4903,Katy Perry: Part of Me,Dan Cutforth|Jane Lipsitz,6.5,2012,11396931,31082239
4904,Museum Hours,Jem Cohen,4.5,2012,0,0
4905,Jim Gaffigan: Mr. Universe,Jay Karas,7.2,2012,0,0
4906,Aziz Ansari: Dangerously Delicious,Jason Woliner,7.5,2012,0,0
4907,Fresh Meat,Danny Mulheron,4.6,2012,0,0
4908,Just Like a Woman,Rachid Bouchareb,6.0,2012,0,0
4909,Eddie: The Sleepwalking Cannibal,Boris Rodriguez,6.1,2012,0,1549
4910,The Sleeper,Justin Russell,2.2,2012,0,0
4911,Belle du Seigneur,Glenio Bonder,4.2,2012,0,0
4912,Freeloaders,Dan Rosen,5.0,2012,2849232,0
4913,Undercover Bridesmaid,Matthew Diamond,6.1,2012,0,0
4914,West of Memphis,Amy Berg,7.5,2012,0,0
4915,Inch'Allah,AnaÃ¯s Barbeau-Lavalette,5.9,2012,0,0
4916,Sassy Pants,Coley Sohn,5.3,2012,0,0
4917,Steve Jobs: The Lost Interview,Paul Sen,7.4,2012,0,0
4918,O Som ao Redor,Kleber MendonÃ§a Filho,6.1,2012,0,0
4919,Freddie Mercury: The Great Pretender,Rhys Thomas,7.2,2012,0,0
4920,McCullin,Jacqui Morris|David Morris,7.2,2012,0,0
4921,Adam and Dog,Minkyu Lee,6.0,2012,0,0
4922,I Hate Love,Humberto Hinojosa,5.5,2012,0,0
4923,The House I Live In,Eugene Jarecki,7.1,2012,0,0
4924,Mental,P.J. Hogan,5.5,2012,0,0
4925,Hold Your Breath,Jared Cohn,3.4,2012,0,0
4926,Daddy's Little Girl,Chris Sun,6.8,2012,0,0
4927,The History of Future Folk,Jeremy Kipp Walker|John Mitchell,6.3,2012,0,0
4928,Amber Alert,Kerry Bellessa,5.0,2012,0,0
4929,The Comedy,Rick Alverson,5.7,2012,0,0
4930,KumarÃ©,Vikram Gandhi,7.4,2012,0,0
4931,The Dream Team,Zak Levitt,8.0,2012,0,0
4932,Jim Jefferies: Fully Functional,Jay Karas,6.6,2012,0,0
4933,It's Such a Beautiful Day,Don Hertzfeldt,7.9,2012,0,0
4934,John Mulaney: New In Town,Ryan Polito|Jake Szymanski,8.1,2012,0,0
4935,Liz & Dick,Lloyd Kramer,4.3,2012,0,0
4936,A Fairly Odd Christmas,Savage Steve Holland,5.3,2012,0,0
4937,Bekas,Karzan Kader,6.4,2012,1899488,0
4938,Elefante blanco,Pablo Trapero,5.4,2012,0,0
4939,The Men Who Built America,,5.3,2012,0,0
4940,Naughty or Nice,David Mackay,7.1,2012,0,0
4941,Heroine,Madhur Bhandarkar,4.9,2012,0,0
4942,Curfew,Shawn Christensen,7.9,2012,0,0
4943,Shut Up and Play the Hits,Will Lovelace|Dylan Southern,7.3,2012,0,0
4944,How to Fall in Love,Mark Griffiths,4.7,2012,0,0
4945,The Pregnancy Project,Norman Buckley,6.7,2012,0,0
4946,Bones Brigade: An Autobiography,Stacy Peralta,8.1,2012,104,0
4947,The Central Park Five,Sarah Burns|Ken Burns,6.4,2012,0,259989
4948,The Invisible War,Kirby Dick,7.0,2012,0,0
4949,The Lord of the Rings: The Return of the King,Peter Jackson,7.9,2003,111423148,1326278010
4950,Underworld,Len Wiseman,6.5,2003,26077758,113448272
4951,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,7.3,2003,165949370,776419286
4952,Kill Bill: Vol. 1,Quentin Tarantino,7.6,2003,35560579,214488375
4953,The Matrix Revolutions,Lilly Wachowski|Lana Wachowski,6.4,2003,177802896,503760899
4954,The Matrix Reloaded,Lilly Wachowski|Lana Wachowski,6.6,2003,177802896,875501109
4955,Finding Nemo,Andrew Stanton|Lee Unkrich,7.4,2003,111423148,1024886689
4956,Bruce Almighty,Tom Shadyac,6.3,2003,94828211,574389691
4957,Love Actually,Richard Curtis,6.9,2003,47414105,290330516
4958,Elf,Jon Favreau,6.5,2003,37931284,205538391
4959,Terminator 3: Rise of the Machines,Jonathan Mostow,5.8,2003,237070528,515628400
4960,The Dreamers,Bernardo Bertolucci,7.1,2003,17780289,17923912
4961,Big Fish,Tim Burton,7.4,2003,82974685,145702426
4962,Daredevil,Mark Steven Johnson,4.9,2003,92457506,212391152
4963,American Wedding,Jesse Dylan,6.0,2003,65194395,274348924
4964,The League of Extraordinary Gentlemen,Stephen Norrington,5.6,2003,92457506,212492483
4965,The Italian Job,F. Gary Gray,6.6,2003,71121158,208705242
4966,The Jungle Book 2,Steve Trenbirth,5.6,2003,23707052,160828646
4967,Lost in Translation,Sofia Coppola,7.3,2003,4741410,141914989
4968,Bad Santa,Terry Zwigoff,6.2,2003,27263110,90666306
4969,Johnny English,Peter Howitt,6.0,2003,47414105,190347505
4970,Brother Bear,Aaron Blaise|Robert Walker,6.8,2003,118535264,296
4971,Peter Pan,P.J. Hogan,6.7,2003,118535264,144583401
4972,Scary Movie 3,David Zucker,5.6,2003,56896926,261575581
4973,Honey,Bille Woodruff,6.0,2003,21336347,74258506
4974,A Man Apart,F. Gary Gray,5.7,2003,42672695,52571487
4975,The School of Rock,Richard Linklater,6.6,2003,41487342,155616590
4976,The Last Samurai,Edward Zwick,7.1,2003,165949370,541420466
4977,Bad Boys II,Michael Bay,6.3,2003,154095843,324003765
4978,Lara Croft Tomb Raider: The Cradle of Life,Jan de Bont,5.5,2003,112608501,185514075
4979,Wrong Turn,Rob Schmidt,5.9,2003,14935443,33961034
4980,Identity,James Mangold,7.0,2003,35560579,106989379
4981,Master and Commander: The Far Side of the World,Peter Weir,6.6,2003,177802896,251307931
4982,Mona Lisa Smile,Mike Newell,6.2,2003,77047921,0
4983,Mystic River,Clint Eastwood,7.4,2003,29633816,185889396
4984,The Animatrix,Peter Chung|Yoshiaki Kawajiri|Takeshi Koike|Mahiro Maeda|KÃ´ji Morimoto|Shinichiro Watanabe|Andrew R. Jones,6.6,2003,5926763,0
4985,Anger Management,Peter Segal,5.9,2003,88901448,232027828
4986,The Core,Jon Amiel,5.3,2003,71121158,87962965
4987,Hulk,Ang Lee,5.2,2003,162393312,290838693
4988,Once Upon a Time in Mexico,Robert Rodriguez,6.1,2003,34375226,116384539
4989,101 Dalmatians II: Patch's London Adventure,Jim Kammerud|Brian Smith,5.7,2003,0,0
4990,Old School,Todd Phillips,6.6,2003,28448463,103191288
4991,How to Lose a Guy in 10 Days,Donald Petrie,6.2,2003,59267632,210247706
4992,Shanghai Knights,David Dobkin,5.9,2003,59267632,104694478
4993,S.W.A.T.,Clark Johnson,5.8,2003,94828211,138263498
4994,Tears of the Sun,Antoine Fuqua,6.4,2003,82974685,101504660
4995,"Legally Blonde 2: Red, White & Blonde",Charles Herman-Wurmfeld,5.2,2003,53340869,148068138
4996,Atlantis: Milo's Return,Toby Shelton|Victor Cook|Tad Stones,5.4,2003,0,0
4997,The Cat in the Hat,Bo Welch,5.0,2003,0,0
4998,Freaky Friday,Mark Waters,6.0,2003,30819168,130661815
4999,Sinbad: Legend of the Seven Seas,Tim Johnson|Patrick Gilmore,6.3,2003,71121158,31160929
5000,Timeline,Richard Donner,5.1,2003,94828211,23091545
5001,Paycheck,John Woo,5.7,2003,71121158,114113676
5002,Charlie's Angels: Full Throttle,McG,5.3,2003,142242317,307214705
5003,Something's Gotta Give,Nancy Meyers,6.2,2003,94828211,316167615
5004,The Haunted Mansion,Rob Minkoff,5.1,2003,106681738,216078248
5005,Duplex,Danny DeVito,5.8,2003,47414105,22903543
5006,Gothika,Mathieu Kassovitz,5.8,2003,47414105,167835650
5007,21 Grams,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,7.0,2003,23707052,71628298
5008,Final Destination 2,David R. Ellis,5.9,2003,30819168,107187178
5009,George of the Jungle 2,David Grossman,4.3,2003,0,0
5010,The Texas Chainsaw Massacre,Marcus Nispel,6.0,2003,11260850,126917669
5011,The Recruit,Roger Donaldson,5.9,2003,0,119948067
5012,Cheaper by the Dozen,Shawn Levy,5.8,2003,47414105,225468431
5013,Cold Mountain,Anthony Minghella,6.5,2003,93642858,205082020
5014,11:14,Greg Marcks,6.7,2003,7112115,0
5015,Holes,Andrew Davis,6.4,2003,23707052,0
5016,The Medallion,Gordon Chan,5.3,2003,48599458,0
5017,Thirteen,Catherine Hardwicke,6.6,2003,2370705,5453858
5018,Freddy vs. Jason,Ronny Yu,5.7,2003,35560579,136207485
5019,Cradle 2 the Grave,Andrzej Bartkowiak,5.9,2003,29633816,66960046
5020,Boundin',Bud Luckey|Roger Gould,7.0,2003,0,0
5021,Looney Tunes: Back in Action,Joe Dante,5.5,2003,94828211,81214251
5022,Basic,John McTiernan,6.0,2003,59267632,50724275
5023,The Rundown,Peter Berg,6.3,2003,100754974,95914577
5024,Barbie of Swan Lake,Owen Hurley,6.5,2003,0,0
5025,2 Fast 2 Furious,John Singleton,6.1,2003,90086801,280158881
5026,View from the Top,Bruno Barreto,5.3,2003,0,18508096
5027,Batman: Mystery of the Batwoman,Curt Geda|Tim Maltby,6.4,2003,0,0
5028,Confidence,James Foley,6.3,2003,0,0
5029,What a Girl Wants,Dennie Gordon,5.7,2003,0,0
5030,In Hell,Ringo Lam,5.5,2003,0,0
5031,Open Range,Kevin Costner,6.8,2003,26077758,80955191
5032,Just Married,Shawn Levy,5.3,2003,21336347,120390264
5033,Under the Tuscan Sun,Audrey Wells,6.4,2003,0,0
5034,Tais-toi !,Francis Veber,6.8,2003,32526076,0
5035,Daddy Day Care,Steve Carr,5.7,2003,71121158,194912119
5036,Matchstick Men,Ridley Scott,6.7,2003,0,77718442
5037,Seabiscuit,Gary Ross,6.4,2003,103125680,175830997
5038,Out of Time,Carl Franklin,6.0,2003,59267632,65781812
5039,Jeepers Creepers 2,Victor Salva,5.4,2003,20150994,74798912
5040,The Lizzie McGuire Movie,Jim Fall,5.8,2003,20150994,65827913
5041,Dreamcatcher,Lawrence Kasdan,5.1,2003,80603979,89749492
5042,Bionicle: Mask of Light,David Molina|Terry Shakespeare,5.9,2003,0,0
